11-02-2023 23:35:57 GameStructure::initialize()
11-02-2023 23:35:57 SDLGraphicsManager::Initialize()
11-02-2023 23:35:58 SDLGraphicsManager ready.
11-02-2023 23:35:58 ResourceManager: reading resources.xml.
11-02-2023 23:35:58 Discovered music asset#: 1 LevelMusic4
11-02-2023 23:35:58 Discovered fx asset#: 2 scratch.wav
11-02-2023 23:35:58 Discovered fx asset#: 3 high.wav
11-02-2023 23:35:58 Discovered fx asset#: 4 medium.wav
11-02-2023 23:35:58 Discovered fx asset#: 5 low.wav
11-02-2023 23:35:58 Discovered graphic asset#: 6 p1.png
11-02-2023 23:35:58 Discovered graphic asset#: 7 p2.png
11-02-2023 23:35:58 Discovered graphic asset#: 8 p3.png
11-02-2023 23:35:58 Unloading asset: Assets/Platformer/Base pack/Player/p1_walk/p1_walk.png
11-02-2023 23:35:58 Discovered graphic asset#: 9 p1.png
11-02-2023 23:35:58 Unloading asset: Assets/Platformer/Base pack/Player/p2_walk/p2_walk.png
11-02-2023 23:35:58 Discovered graphic asset#: 10 p2.png
11-02-2023 23:35:58 Unloading asset: Assets/Platformer/Base pack/Player/p3_walk/p3_walk.png
11-02-2023 23:35:58 Discovered graphic asset#: 11 p3.png
11-02-2023 23:35:58 Discovered font asset#: 12 arial.ttf
11-02-2023 23:35:58 Discovered fx asset#: 13 beep.wav
11-02-2023 23:35:58 Discovered fx asset#: 14 boop.wav
11-02-2023 23:35:58 Discovered music asset#: 15 LevelMusic1
11-02-2023 23:35:58 Discovered music asset#: 16 LevelMusic2
11-02-2023 23:35:58 Discovered music asset#: 17 LevelMusic3
11-02-2023 23:35:58 Unloading asset: game/assets/character2.png
11-02-2023 23:35:58 Discovered graphic asset#: 18 snap_player
11-02-2023 23:35:58 Unloading asset: game/assets/character1.png
11-02-2023 23:35:58 Discovered graphic asset#: 188 edge_player
11-02-2023 23:35:58 Unloading asset: game/assets/coin_gold.png
11-02-2023 23:35:58 Discovered graphic asset#: 19 goldcoin
11-02-2023 23:35:58 Unloading asset: game/assets/coin_silver.png
11-02-2023 23:35:58 Discovered graphic asset#: 20 silvercoin
11-02-2023 23:35:58 Unloading asset: game/assets/coin_copper.png
11-02-2023 23:35:58 Discovered graphic asset#: 21 coppercoin
11-02-2023 23:35:58 Unloading asset: game/assets/hud_spritesheet.png
11-02-2023 23:35:58 Discovered graphic asset#: 22 hudspritesheet
11-02-2023 23:35:58 Discovered fx asset#: 23 win.wav
11-02-2023 23:35:58 Discovered music asset#: 24 AutoLevelMusic
11-02-2023 23:35:58 Discovered music asset#: 25 LevelMusic5
11-02-2023 23:35:58 Discovered font asset#: 26 kenvector_future2.ttf
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Player1 subscribed to event ControllerMoveEvent
11-02-2023 23:37:19 EventManager: Player1 subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Player1 subscribed to event Fire
11-02-2023 23:37:19 EventManager: Player1 subscribed to event GameWon
11-02-2023 23:37:19 EventManager: unknown subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: RoomPickup75 subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: RoomPickup13 subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: RoomPickup9 subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: RoomPickup71 subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: RoomPickup42 subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: RoomPickup39 subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: RoomPickup36 subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: RoomPickup21 subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: RoomPickup1 subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: RoomPickup34 subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: RoomPickup29 subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: RoomPickup58 subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: RoomPickup36 subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: RoomPickup69 subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: RoomPickup97 subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: RoomPickup4 subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: RoomPickup98 subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: RoomPickup2 subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: RoomPickup5 subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: RoomPickup38 subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 Detected level change. Loading level assets...
11-02-2023 23:37:19 scene 0: arial.ttf asset loaded.
11-02-2023 23:37:19 scene 0: kenvector_future2.ttf asset loaded.
11-02-2023 23:37:19 scene: 2p2.png asset unloaded.
11-02-2023 23:37:19 scene: 2p3.png asset unloaded.
11-02-2023 23:37:19 scene: 2LevelMusic2 asset unloaded.
11-02-2023 23:37:19 scene 3: p1.png asset loaded.
11-02-2023 23:37:19 scene 3: p2.png asset loaded.
11-02-2023 23:37:19 scene 3: p3.png asset loaded.
11-02-2023 23:37:19 scene 3: LevelMusic3 asset loaded.
11-02-2023 23:37:19 Loading scene: game/scene3.xml
11-02-2023 23:37:24 1
11-02-2023 23:37:24 2
11-02-2023 23:37:26 Fire!
11-02-2023 23:37:26 Removed Top wall in room number 85
11-02-2023 23:37:26 Removed Bottom wall in room number 75
11-02-2023 23:37:26 3
11-02-2023 23:37:27 Fire!
11-02-2023 23:37:27 Removed Right wall in room number 65
11-02-2023 23:37:27 Removed Left wall in room number 66
11-02-2023 23:37:28 4
11-02-2023 23:37:28 5
11-02-2023 23:37:29 6
11-02-2023 23:37:30 7
11-02-2023 23:37:31 8
11-02-2023 23:37:31 9
11-02-2023 23:37:31 Fire!
11-02-2023 23:37:31 Removed Left wall in room number 38
11-02-2023 23:37:31 Removed Right wall in room number 37
11-02-2023 23:37:31 Fire!
11-02-2023 23:37:31 Removed Top wall in room number 38
11-02-2023 23:37:31 Removed Bottom wall in room number 28
11-02-2023 23:37:32 10
11-02-2023 23:37:34 11
11-02-2023 23:37:34 12
11-02-2023 23:37:35 Fire!
11-02-2023 23:37:35 Removed Left wall in room number 36
11-02-2023 23:37:35 Removed Right wall in room number 35
11-02-2023 23:37:35 13
11-02-2023 23:37:37 14
11-02-2023 23:37:37 Fire!
11-02-2023 23:37:37 Removed Top wall in room number 13
11-02-2023 23:37:37 Removed Bottom wall in room number 3
11-02-2023 23:37:38 15
11-02-2023 23:37:38 16
11-02-2023 23:37:40 17
11-02-2023 23:37:40 18
11-02-2023 23:37:41 Fire!
11-02-2023 23:37:41 Removed Bottom wall in room number 1
11-02-2023 23:37:41 Removed Top wall in room number 11
11-02-2023 23:37:41 19
11-02-2023 23:37:41 Fire!
11-02-2023 23:37:41 Removed Right wall in room number 21
11-02-2023 23:37:41 Removed Left wall in room number 22
11-02-2023 23:37:42 Fire!
11-02-2023 23:37:42 Removed Bottom wall in room number 32
11-02-2023 23:37:42 Removed Top wall in room number 42
11-02-2023 23:37:42 20
11-02-2023 23:37:43 Fire!
11-02-2023 23:37:43 Removed Bottom wall in room number 42
11-02-2023 23:37:43 Removed Top wall in room number 52
11-02-2023 23:37:43 Fire!
11-02-2023 23:37:43 Removed Left wall in room number 62
11-02-2023 23:37:43 Removed Right wall in room number 61
11-02-2023 23:37:43 Fire!
11-02-2023 23:37:43 Removed Left wall in room number 62
11-02-2023 23:37:43 Removed Right wall in room number 61
11-02-2023 23:37:44 21
11-02-2023 23:37:44 Fire!
11-02-2023 23:37:44 Removed Right wall in room number 71
11-02-2023 23:37:44 Removed Left wall in room number 72
11-02-2023 23:37:47 Fire!
11-02-2023 23:37:47 Removed Top wall in room number 43
11-02-2023 23:37:47 Removed Bottom wall in room number 33
11-02-2023 23:37:52 22
11-02-2023 23:37:52 All Pickups Collected Well Done!
11-02-2023 23:37:55 EventManager: Enemy subscribed to event Fire
11-02-2023 23:37:55 EventManager: Enemy subscribed to event PlayerMovedEventType
11-02-2023 23:37:55 EventManager: Enemy subscribed to event Fire
11-02-2023 23:37:55 EventManager: Enemy subscribed to event PlayerMovedEventType
11-02-2023 23:37:55 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:55 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:55 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:55 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:55 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:55 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:55 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:55 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:55 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:55 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:55 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:55 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:55 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:55 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:55 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:55 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:55 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:55 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:55 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:55 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:55 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:55 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:55 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:55 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:55 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:55 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:55 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:55 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:55 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:55 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:55 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:55 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:55 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:55 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:55 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:55 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:55 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:55 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:55 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:55 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:55 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:55 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:56 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:56 EventManager: Room subscribed to event SettingsReloaded
